walk_visit_mean_L2,walk_visit_std_L2,walk_visit_p10_L2,walk_visit_p25_L2,walk_visit_p50_L2,walk_visit_p75_L2,walk_visit_p90_L2,walk_first_hit_mean_L2,walk_first_hit_std_L2,walk_first_hit_p10_L2,walk_first_hit_p25_L2,walk_first_hit_p50_L2,walk_first_hit_p75_L2,walk_first_hit_p90_L2,walk_out_entropy_mean_L2,walk_out_entropy_std_L2,walk_out_entropy_p10_L2,walk_out_entropy_p25_L2,walk_out_entropy_p50_L2,walk_out_entropy_p75_L2,walk_out_entropy_p90_L2,visit_weighted_var_L2,het_var_L2,het_cv_L2,path,label
0.0018018018018018018,0.004890442534673288,0.0009333333333333333,0.00105,0.0011833333333333333,0.00135,0.0016,581.9072471574833,264.37987808179196,289.479999959468,401.89999991962,552.59999994474,705.6999999294301,948.3999998103202,2.195147244009994,0.4397290134065598,2.0782292809912635,2.079441541671701,2.079441541671701,2.1960617019465714,2.38636010217923,0.003981479568962131,0.12765068289497886,1.0984090455480031,C:\Users\mxjli\Desktop\total\stage 1\TCGA-A1-A0SB-01Z-00-DX1.B34C267B-CAAA-4AB6-AD5C-276C26F997A1.svs,0
0.002008032128514056,0.002516892098885594,0.0011783333333333333,0.0013333333333333333,0.0016666666666666668,0.0019666666666666665,0.0023333333333333335,682.5685965325744,396.094333911737,209.879999958024,386.44999992271,643.7777777062469,889.8249999110176,1162.579999883742,2.1832563574106127,0.3641718182134702,2.076281169582907,2.079118530129632,2.079441541671701,2.1963141785770004,2.3019066584156542,0.006575470143436306,0.09310574839824462,0.6297481917675855,C:\Users\mxjli\Desktop\total\stage 1\TCGA-A1-A0SE-01Z-00-DX1.04B09232-C6C4-46EF-AA2C-41D078D0A80A.svs,0
0.002288329519450801,0.004357491607661718,0.0010666666666666667,0.0011666666666666668,0.0014,0.0022166666666666667,0.0027066666666666675,418.6882150471861,163.49747534276122,235.54999997055626,294.999999963125,408.62499994892187,519.1249999351094,615.9749999230031,2.185979777752081,0.45387984360062,2.0750102557000445,2.079441541671701,2.079441541671701,2.1815183784279215,2.296249736411664,0.010687214641840725,0.07473714750888427,1.0763031046831504,C:\Users\mxjli\Desktop\total\stage 1\TCGA-A2-A0CP-01Z-00-DX1.ECFD263C-BB17-4ADA-8F2C-654C2AA4C45F.svs,0
0.0023584905660377358,0.003988665476241087,0.0011666666666666668,0.0012833333333333334,0.0016250000000000001,0.0023375,0.002766666666666667,699.9560730355724,368.5853351564698,262.01111108199876,369.2222221811975,716.549999928345,985.7499998904723,1198.977777644558,2.1909591558180255,0.4366981278812871,2.0765709814780657,2.079441541671701,2.079441541671701,2.195396551877481,2.3022278476370106,0.011049950899654597,0.08373305434361301,0.9327582477701771,C:\Users\mxjli\Desktop\total\stage 1\TCGA-A2-A0EO-01Z-00-DX1.D7A09E23-2CAB-4B3B-814C-BF0BA75B7589.svs,0
0.0019801980198019802,0.00511274304409439,0.0010333333333333334,0.00115,0.0012833333333333334,0.00145,0.0017933333333333336,479.79326725761376,226.4164672709981,252.91999994941602,332.29999996677,442.69999995573,583.49999994165,743.9999998512,2.1902211318335216,0.44620319376907774,2.0757875360229803,2.079441541671701,2.079441541671701,2.1896469359588258,2.3006777562810874,0.0060351970738741455,0.10694620082262501,1.1063645100409651,C:\Users\mxjli\Desktop\total\stage 1\TCGA-A2-A0EU-01Z-00-DX1.13335BEB-63D4-469B-A389-8A079A096129.svs,0
0.0017482517482517483,0.007195167338936733,0.0007,0.0008333333333333334,0.00095,0.00105,0.0011333333333333334,889.498793771168,355.603624857995,194.79999980520003,789.9499999473367,940.9583332627647,1098.6178570656932,1275.6666665761534,2.1204301910569843,0.5155019371272126,2.079441541671701,2.079441541671701,2.079441541671701,2.079441541671701,2.079441541671701,0.00018316741230886343,0.013323201933302335,3.4708339545216895,C:\Users\mxjli\Desktop\total\stage 1\TCGA-A2-A0SX-01Z-00-DX1.219A994C-8974-4458-98FA-FB1F14868E04.svs,0
0.0023148148148148147,0.006628600847396192,0.0011333333333333334,0.0012166666666666667,0.0013333333333333333,0.0014833333333333332,0.0019,491.89551060878983,251.29421216260926,155.16666661494446,282.83333323905555,520.916666623257,670.7083332774409,785.6333332678639,2.17925306875868,0.4986657159315868,2.078855865360443,2.079441541671701,2.079441541671701,2.079441541671701,2.2970873422250007,0.00342748444853557,0.0925784441443959,1.6676260976231854,C:\Users\mxjli\Desktop\total\stage 1\TCGA-A8-A0AD-01Z-00-DX1.A831FB53-7605-4138-9341-6BBCA284441C.svs,0
0.002506265664160401,0.0015422111434429883,0.0007800000000000001,0.0012666666666666666,0.0026,0.0031166666666666665,0.0035199999999999997,584.0015889960259,299.85344246437535,122.86666662571112,354.6923076650237,639.5384614892663,803.6538460920266,957.1692306956023,2.203309356379417,0.37014461746192934,2.075427565809701,2.0784930804642947,2.079441541671701,2.196401739667064,2.3018210109438506,0.018730499930442138,0.07228971740331293,0.6260321783641074,C:\Users\mxjli\Desktop\total\stage 1\TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066.svs,0
0.002109704641350211,0.0021883189031978063,0.00065,0.0007666666666666667,0.0020833333333333333,0.0026791666666666665,0.003195,526.2720367533414,253.60639012824518,207.79999994805002,331.81249991704686,490.6249998773437,726.5624998183594,873.527272606243,2.1913542011176754,0.410430890086293,2.0773132368841827,2.0794156585998875,2.079441541671701,2.1962821120929963,2.301140934939289,0.012064376457088884,0.06791986162068915,0.8438318478803216,C:\Users\mxjli\Desktop\total\stage 1\TCGA-AO-A03M-01Z-00-DX1.9998A9A0-D0A6-48FC-80FB-AE597CB9E8AA.svs,0
0.002242152466367713,0.0020611611054968024,0.0004166666666666667,0.00048333333333333334,0.0026166666666666664,0.0033666666666666667,0.0041,469.3847159083629,218.3667248468032,208.6666665971111,327.95833328535764,457.1666665142778,589.1458332842378,760.6666666032778,2.1914807119846555,0.43734040565344606,2.0780377409452258,2.079376056247516,2.079441541671701,2.1936762799457563,2.301804308364719,0.017272231831768698,0.12110482042147089,0.9473099354882978,C:\Users\mxjli\Desktop\total\stage 1\TCGA-AO-A03V-01Z-00-DX1.52EBCB72-0C65-4E67-B9BB-DA15494327DE.svs,0
